Title = "Equation Residuals in Tecplot ASCII Format Generated by ASOP(R) Flow Solver 2.5 : v2.5.7"
 Variables = "No", "Res-Eqn_01", "Res-Eqn_02", "Res-Eqn_03", "Res-Eqn_04", "Res-Eqn_05", "Mass_In-01", "Mass_Ex-01", "PT_In-01", "PT_Ex-01", "TT_In-01", "TT_Ex-01",
      1010  0.193863E+00  0.686516E+00  0.188713E+01  0.000000E+00  0.274253E+00  0.329902E+02  0.426169E+02  0.142610E+06  0.931937E+05  0.286217E+03  0.274734E+03
      1020  0.194232E+00  0.682723E+00  0.193790E+01  0.000000E+00  0.274461E+00  0.330447E+02  0.423626E+02  0.142612E+06  0.931770E+05  0.286217E+03  0.274721E+03
      1030  0.194381E+00  0.677672E+00  0.196679E+01  0.000000E+00  0.274302E+00  0.330961E+02  0.421039E+02  0.142615E+06  0.931599E+05  0.286219E+03  0.274708E+03
      1040  0.194772E+00  0.672011E+00  0.198950E+01  0.000000E+00  0.274441E+00  0.331753E+02  0.418385E+02  0.142618E+06  0.931423E+05  0.286221E+03  0.274697E+03
      1050  0.195085E+00  0.665389E+00  0.203102E+01  0.000000E+00  0.274418E+00  0.332673E+02  0.415667E+02  0.142624E+06  0.931244E+05  0.286224E+03  0.274685E+03
      1060  0.194929E+00  0.657642E+00  0.209566E+01  0.000000E+00  0.273672E+00  0.333528E+02  0.412902E+02  0.142636E+06  0.931066E+05  0.286230E+03  0.274672E+03
      1070  0.194438E+00  0.650057E+00  0.215396E+01  0.000000E+00  0.272416E+00  0.334356E+02  0.410114E+02  0.142651E+06  0.930888E+05  0.286239E+03  0.274659E+03
      1080  0.193458E+00  0.644422E+00  0.216635E+01  0.000000E+00  0.270436E+00  0.335110E+02  0.407320E+02  0.142669E+06  0.930713E+05  0.286248E+03  0.274645E+03
      1090  0.192017E+00  0.643397E+00  0.211741E+01  0.000000E+00  0.267759E+00  0.335904E+02  0.404523E+02  0.142686E+06  0.930539E+05  0.286256E+03  0.274630E+03
      1100  0.189789E+00  0.648372E+00  0.201812E+01  0.000000E+00  0.263862E+00  0.336627E+02  0.401704E+02  0.142700E+06  0.930363E+05  0.286263E+03  0.274616E+03
      1110  0.186185E+00  0.657954E+00  0.189683E+01  0.000000E+00  0.257789E+00  0.336960E+02  0.398826E+02  0.142717E+06  0.930181E+05  0.286272E+03  0.274603E+03
      1120  0.182564E+00  0.670806E+00  0.179519E+01  0.000000E+00  0.251483E+00  0.337330E+02  0.395833E+02  0.142728E+06  0.929989E+05  0.286277E+03  0.274591E+03
      1130  0.179386E+00  0.682820E+00  0.174009E+01  0.000000E+00  0.245601E+00  0.337602E+02  0.392659E+02  0.142735E+06  0.929783E+05  0.286280E+03  0.274579E+03
      1140  0.176671E+00  0.690133E+00  0.173016E+01  0.000000E+00  0.240178E+00  0.337469E+02  0.389238E+02  0.142745E+06  0.929558E+05  0.286285E+03  0.274569E+03
      1150  0.176296E+00  0.693270E+00  0.174907E+01  0.000000E+00  0.238071E+00  0.337658E+02  0.385515E+02  0.142747E+06  0.929313E+05  0.286286E+03  0.274558E+03
      1160  0.177521E+00  0.691405E+00  0.177624E+01  0.000000E+00  0.238190E+00  0.337995E+02  0.381452E+02  0.142747E+06  0.929047E+05  0.286286E+03  0.274548E+03
      1170  0.179292E+00  0.684692E+00  0.180929E+01  0.000000E+00  0.238951E+00  0.338100E+02  0.377036E+02  0.142752E+06  0.928764E+05  0.286289E+03  0.274537E+03
      1180  0.182485E+00  0.676090E+00  0.185932E+01  0.000000E+00  0.241713E+00  0.338615E+02  0.372278E+02  0.142753E+06  0.928466E+05  0.286289E+03  0.274525E+03
      1190  0.185354E+00  0.665000E+00  0.192356E+01  0.000000E+00  0.243799E+00  0.338857E+02  0.367213E+02  0.142761E+06  0.928158E+05  0.286294E+03  0.274510E+03
      1200  0.189006E+00  0.654123E+00  0.199243E+01  0.000000E+00  0.246956E+00  0.339413E+02  0.361891E+02  0.142766E+06  0.927843E+05  0.286296E+03  0.274494E+03
      1210  0.191986E+00  0.642227E+00  0.204532E+01  0.000000E+00  0.248922E+00  0.339567E+02  0.356377E+02  0.142777E+06  0.927528E+05  0.286302E+03  0.274476E+03
      1220  0.195680E+00  0.631690E+00  0.207668E+01  0.000000E+00  0.251905E+00  0.339892E+02  0.350737E+02  0.142784E+06  0.927215E+05  0.286305E+03  0.274455E+03
